fiscal_year,source_abs,reference_year,estimate_type,expenditure_table,function_code,function_name,value_rs_million
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,09,Education Affairs and Services,42766.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,10,Social Protection,566.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,10,Social Protection,509.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,10,Social Protection,1158.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,01,General Public Services,654063.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,01,General Public Services,630602.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,01,General Public Services,522438.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,02,Defence Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,02,Defence Affairs and Services,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,02,Defence Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,04,Economic Affairs,26653.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,04,Economic Affairs,27840.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,04,Economic Affairs,22641.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,05,Environment Protection,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,05,Environment Protection,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,05,Environment Protection,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,06,Housing and Community Amenities,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,06,Housing and Community Amenities,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,06,Housing and Community Amenities,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,07,Health,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,07,Health,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,07,Health,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,09,Education Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,09,Education Affairs and Services,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,09,Education Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_capital,10,Social Protection,0.0
2018-19,ABS_2018-19,2017-18,RE,dev_capital,10,Social Protection,0.0
2018-19,ABS_2018-19,2018-19,BE,dev_capital,10,Social Protection,0.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,01,General Public Services,3340431.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,01,General Public Services,4048341.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,01,General Public Services,5607042.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,02,Defence Affairs and Services,1100334.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,02,Defence Affairs and Services,1137710.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,02,Defence Affairs and Services,1152535.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,03,Public Order and Safety Affairs,132289.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,03,Public Order and Safety Affairs,133021.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,03,Public Order and Safety Affairs,152919.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,04,Economic Affairs,80750.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,04,Economic Affairs,142440.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,04,Economic Affairs,84167.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,05,Environment Protection,1261.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,05,Environment Protection,1271.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,05,Environment Protection,470.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,06,Housing and Community Amenities,2339.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,06,Housing and Community Amenities,2318.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,06,Housing and Community Amenities,2292.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,07,Health,13897.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,07,Health,13991.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,07,Health,11058.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,08,"Recreation, Culture and Religion",9242.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,08,"Recreation, Culture and Religion",10512.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,08,"Recreation, Culture and Religion",9838.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,09,Education Affairs and Services,97420.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,09,Education Affairs and Services,97155.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,09,Education Affairs and Services,77262.0
2019-20,ABS_2019-20,2018-19,BE,current_revenue,10,Social Protection,2396.0
2019-20,ABS_2019-20,2018-19,RE,current_revenue,10,Social Protection,2672.0
2019-20,ABS_2019-20,2019-20,BE,current_revenue,10,Social Protection,190594.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,01,General Public Services,242675.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,01,General Public Services,204479.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,01,General Public Services,185291.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,02,Defence Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,02,Defence Affairs and Services,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,02,Defence Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,03,Public Order and Safety Affairs,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,03,Public Order and Safety Affairs,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,03,Public Order and Safety Affairs,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,04,Economic Affairs,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,04,Economic Affairs,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,04,Economic Affairs,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,05,Environment Protection,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,05,Environment Protection,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,05,Environment Protection,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,06,Housing and Community Amenities,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,06,Housing and Community Amenities,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,06,Housing and Community Amenities,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,07,Health,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,07,Health,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,07,Health,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,09,Education Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,09,Education Affairs and Services,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,09,Education Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,BE,current_capital,10,Social Protection,0.0
2019-20,ABS_2019-20,2018-19,RE,current_capital,10,Social Protection,0.0
2019-20,ABS_2019-20,2019-20,BE,current_capital,10,Social Protection,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,01,General Public Services,227788.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,01,General Public Services,116417.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,01,General Public Services,233150.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,02,Defence Affairs and Services,2886.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,02,Defence Affairs and Services,1645.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,02,Defence Affairs and Services,1771.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,03,Public Order and Safety Affairs,4311.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,03,Public Order and Safety Affairs,3047.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,03,Public Order and Safety Affairs,4050.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,04,Economic Affairs,98288.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,04,Economic Affairs,32854.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,04,Economic Affairs,106438.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,05,Environment Protection,803.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,05,Environment Protection,71.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,05,Environment Protection,7579.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,06,Housing and Community Amenities,14831.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,06,Housing and Community Amenities,1626.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,06,Housing and Community Amenities,2817.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,07,Health,29999.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,07,Health,4257.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,07,Health,12671.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,08,"Recreation, Culture and Religion",3958.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,08,"Recreation, Culture and Religion",2273.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,08,"Recreation, Culture and Religion",1416.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,09,Education Affairs and Services,42766.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,09,Education Affairs and Services,24292.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,09,Education Affairs and Services,33780.0
2019-20,ABS_2019-20,2018-19,BE,dev_revenue,10,Social Protection,1158.0
2019-20,ABS_2019-20,2018-19,RE,dev_revenue,10,Social Protection,555.0
2019-20,ABS_2019-20,2019-20,BE,dev_revenue,10,Social Protection,756.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,01,General Public Services,522438.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,01,General Public Services,467574.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,01,General Public Services,445421.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,02,Defence Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,02,Defence Affairs and Services,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,02,Defence Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,04,Economic Affairs,22641.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,04,Economic Affairs,7673.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,04,Economic Affairs,14595.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,05,Environment Protection,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,05,Environment Protection,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,05,Environment Protection,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,06,Housing and Community Amenities,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,06,Housing and Community Amenities,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,06,Housing and Community Amenities,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,07,Health,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,07,Health,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,07,Health,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,09,Education Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,09,Education Affairs and Services,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,09,Education Affairs and Services,0.0
2019-20,ABS_2019-20,2018-19,BE,dev_capital,10,Social Protection,0.0
2019-20,ABS_2019-20,2018-19,RE,dev_capital,10,Social Protection,0.0
2019-20,ABS_2019-20,2019-20,BE,dev_capital,10,Social Protection,0.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,01,General Public Services,5607042.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,01,General Public Services,5538073.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,01,General Public Services,4428960.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,02,Defence Affairs and Services,1152535.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,02,Defence Affairs and Services,1227388.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,02,Defence Affairs and Services,1289134.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,03,Public Order and Safety Affairs,152919.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,03,Public Order and Safety Affairs,153269.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,03,Public Order and Safety Affairs,169961.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,04,Economic Affairs,84167.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,04,Economic Affairs,106411.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,04,Economic Affairs,71751.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,05,Environment Protection,470.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,05,Environment Protection,470.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,05,Environment Protection,431.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,06,Housing and Community Amenities,2292.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,06,Housing and Community Amenities,2545.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,06,Housing and Community Amenities,35680.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,07,Health,11058.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,07,Health,12023.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,07,Health,25494.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,08,"Recreation, Culture and Religion",9838.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,08,"Recreation, Culture and Religion",9301.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,08,"Recreation, Culture and Religion",9822.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,09,Education Affairs and Services,77262.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,09,Education Affairs and Services,81253.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,09,Education Affairs and Services,83363.0
2020-21,ABS_2020-21,2019-20,BE,current_revenue,10,Social Protection,190594.0
2020-21,ABS_2020-21,2019-20,RE,current_revenue,10,Social Protection,245024.0
2020-21,ABS_2020-21,2020-21,BE,current_revenue,10,Social Protection,230907.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,01,General Public Services,185291.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,01,General Public Services,210145.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,01,General Public Services,1491065.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,02,Defence Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,02,Defence Affairs and Services,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,02,Defence Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,03,Public Order and Safety Affairs,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,03,Public Order and Safety Affairs,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,03,Public Order and Safety Affairs,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,04,Economic Affairs,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,04,Economic Affairs,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,04,Economic Affairs,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,05,Environment Protection,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,05,Environment Protection,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,05,Environment Protection,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,06,Housing and Community Amenities,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,06,Housing and Community Amenities,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,06,Housing and Community Amenities,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,07,Health,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,07,Health,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,07,Health,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,09,Education Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,09,Education Affairs and Services,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,09,Education Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,BE,current_capital,10,Social Protection,0.0
2020-21,ABS_2020-21,2019-20,RE,current_capital,10,Social Protection,0.0
2020-21,ABS_2020-21,2020-21,BE,current_capital,10,Social Protection,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,01,General Public Services,263102.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,01,General Public Services,174233.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,01,General Public Services,273596.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,02,Defence Affairs and Services,1771.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,02,Defence Affairs and Services,1700.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,02,Defence Affairs and Services,1579.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,03,Public Order and Safety Affairs,4050.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,03,Public Order and Safety Affairs,3415.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,03,Public Order and Safety Affairs,3329.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,04,Economic Affairs,161938.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,04,Economic Affairs,151241.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,04,Economic Affairs,116287.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,05,Environment Protection,7579.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,05,Environment Protection,7573.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,05,Environment Protection,5000.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,06,Housing and Community Amenities,2817.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,06,Housing and Community Amenities,1357.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,06,Housing and Community Amenities,8818.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,07,Health,12671.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,07,Health,8134.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,07,Health,14533.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,08,"Recreation, Culture and Religion",1416.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,08,"Recreation, Culture and Religion",16407.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,08,"Recreation, Culture and Religion",1022.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,09,Education Affairs and Services,33780.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,09,Education Affairs and Services,31026.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,09,Education Affairs and Services,34235.0
2020-21,ABS_2020-21,2019-20,BE,dev_revenue,10,Social Protection,756.0
2020-21,ABS_2020-21,2019-20,RE,dev_revenue,10,Social Protection,522.0
2020-21,ABS_2020-21,2020-21,BE,dev_revenue,10,Social Protection,1722.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,01,General Public Services,445421.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,01,General Public Services,355456.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,01,General Public Services,474891.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,02,Defence Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,02,Defence Affairs and Services,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,02,Defence Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,04,Economic Affairs,14595.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,04,Economic Affairs,8366.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,04,Economic Affairs,14726.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,05,Environment Protection,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,05,Environment Protection,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,05,Environment Protection,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,06,Housing and Community Amenities,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,06,Housing and Community Amenities,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,06,Housing and Community Amenities,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,07,Health,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,07,Health,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,07,Health,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,09,Education Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,09,Education Affairs and Services,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,09,Education Affairs and Services,0.0
2020-21,ABS_2020-21,2019-20,BE,dev_capital,10,Social Protection,0.0
2020-21,ABS_2020-21,2019-20,RE,dev_capital,10,Social Protection,0.0
2020-21,ABS_2020-21,2020-21,BE,dev_capital,10,Social Protection,0.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,01,General Public Services,4428960.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,01,General Public Services,4491028.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,01,General Public Services,5435200.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,02,Defence Affairs and Services,1292943.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,02,Defence Affairs and Services,1299188.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,02,Defence Affairs and Services,1373275.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,03,Public Order and Safety Affairs,169961.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,03,Public Order and Safety Affairs,168952.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,03,Public Order and Safety Affairs,178511.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,04,Economic Affairs,71751.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,04,Economic Affairs,192452.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,04,Economic Affairs,115243.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,05,Environment Protection,431.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,05,Environment Protection,399.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,05,Environment Protection,436.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,06,Housing and Community Amenities,35680.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,06,Housing and Community Amenities,9997.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,06,Housing and Community Amenities,34597.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,07,Health,25494.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,07,Health,52325.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,07,Health,28352.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,08,"Recreation, Culture and Religion",9822.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,08,"Recreation, Culture and Religion",12160.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,08,"Recreation, Culture and Religion",10372.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,09,Education Affairs and Services,83363.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,09,Education Affairs and Services,88090.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,09,Education Affairs and Services,91970.0
2021-22,ABS_2021-22,2020-21,BE,current_revenue,10,Social Protection,230907.0
2021-22,ABS_2021-22,2020-21,RE,current_revenue,10,Social Protection,246411.0
2021-22,ABS_2021-22,2021-22,BE,current_revenue,10,Social Protection,255292.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,01,General Public Services,1491065.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,01,General Public Services,1064924.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,01,General Public Services,1601211.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,02,Defence Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,02,Defence Affairs and Services,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,02,Defence Affairs and Services,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,03,Public Order and Safety Affairs,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,03,Public Order and Safety Affairs,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,03,Public Order and Safety Affairs,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,04,Economic Affairs,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,04,Economic Affairs,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,04,Economic Affairs,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,05,Environment Protection,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,05,Environment Protection,0.0
2021-22,ABS_2021-22,2021-22,BE,current_capital,05,Environment Protection,0.0
2021-22,ABS_2021-22,2020-21,BE,current_capital,06,Housing and Community Amenities,0.0
2021-22,ABS_2021-22,2020-21,RE,current_capital,06,Housing and Community Amenities,0.0
